,AppName,compute_version,gpu_id,gpu_name,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
147,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,4.070582,320,320,16,16,32,0,348,6,100
148,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,4.715743,336,336,16,16,32,0,348,6,100
149,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,5.420441,352,352,16,16,32,0,348,6,100
150,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,6.196394,368,368,16,16,32,0,348,6,100
151,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,7.024917,384,384,16,16,32,0,348,6,100
152,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,7.951209,400,400,16,16,32,0,348,6,100
153,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,8.949647,416,416,16,16,32,0,348,6,100
154,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,10.007487,432,432,16,16,32,0,348,6,100
155,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,11.293463,448,448,16,16,32,0,348,6,100
156,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,12.553817,464,464,16,16,32,0,348,6,100
157,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,13.80722,480,480,16,16,32,0,348,6,100
158,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,15.285634,496,496,16,16,32,0,348,6,100
159,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,16.857703,512,512,16,16,32,0,348,6,100
